,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date,Ave DNI,Ave GHI,Ave Lat Tilt
263,Hays,30.05,-98.03,27.22,80.0,0.0,1.34,US,1596203865.0,4.71,4.71,4.71
264,Riverton,40.52,-111.94,23.33,33.0,1.0,2.1,US,1596203865.0,5.73,5.73,5.73
265,Plymouth,41.83,-70.83,23.89,78.0,40.0,2.6,US,1596203865.0,3.81,3.81,3.81
266,Grenfell,-33.9,148.17,5.31,90.0,28.0,0.95,AU,1596203865.0,,,
267,Sedalia,38.7,-93.23,21.11,88.0,90.0,6.2,US,1596203621.0,4.48,4.48,4.48
268,Twin Falls,42.56,-114.46,23.0,48.0,1.0,4.1,US,1596203865.0,6.22,6.22,6.22
269,Mattawa,46.74,-119.9,27.0,67.0,1.0,2.29,US,1596203866.0,5.32,5.32,5.32
270,Redlands,34.06,-117.18,23.33,43.0,1.0,0.44,US,1596203866.0,6.78,6.78,6.78
271,Norman,35.22,-97.44,23.89,83.0,1.0,5.7,US,1596203866.0,5.2,5.2,5.2
272,East Wenatchee Bench,47.43,-120.28,26.67,31.0,1.0,4.6,US,1596203866.0,4.92,4.92,4.92
273,Topolobampo,25.6,-109.05,26.67,78.0,40.0,4.1,MX,1596203866.0,,,
274,Billings Metropolitan Area,45.78,-108.5,23.33,40.0,20.0,4.1,US,1596203771.0,5.08,5.08,5.08
275,North Myrtle Beach,33.82,-78.68,30.56,74.0,1.0,5.7,US,1596203867.0,4.75,4.75,4.75
276,Muskegon,43.3,-86.13,22.0,68.0,40.0,2.1,US,1596203714.0,3.71,3.71,3.71
277,Cedar Lake,41.36,-87.44,22.22,77.0,95.0,3.13,US,1596203867.0,3.69,3.69,3.69
278,Prattville,32.46,-86.46,29.44,94.0,75.0,1.5,US,1596203700.0,4.53,4.53,4.53
279,Port Alberni,49.24,-124.8,16.67,81.0,38.0,1.46,CA,1596203621.0,,,
280,Uniontown,39.9,-79.72,23.33,69.0,49.0,2.09,US,1596203868.0,3.42,3.42,3.42
281,La Grande,45.32,-118.09,20.0,67.0,1.0,0.8,US,1596203868.0,4.88,4.88,4.88
282,Raton,36.9,-104.44,15.56,87.0,1.0,3.1,US,1596203868.0,6.83,6.83,6.83
283,Dickinson,29.46,-95.05,30.0,79.0,1.0,3.6,US,1596203868.0,4.24,4.24,4.24
284,Puerto Peñasco,31.32,-113.53,30.0,84.0,0.0,5.36,MX,1596203824.0,,,
285,Eufaula,31.89,-85.15,28.89,85.0,3.0,3.18,US,1596203868.0,4.56,4.56,4.56
286,Natchitoches,31.77,-93.13,27.0,83.0,1.0,3.1,US,1596203869.0,4.42,4.42,4.42
287,Ucluelet,48.93,-125.55,14.44,100.0,90.0,1.5,CA,1596203869.0,,,
288,Fort Madison,40.63,-91.32,22.0,88.0,98.0,2.6,US,1596203869.0,4.14,4.14,4.14
289,Española,35.99,-106.08,19.44,67.0,1.0,3.6,US,1596203869.0,7.28,7.28,7.28
290,North Bend,43.41,-124.22,15.56,100.0,90.0,1.43,US,1596203869.0,3.77,3.77,3.77
291,Cochrane,51.18,-114.47,17.78,93.0,90.0,1.5,CA,1596203869.0,,,
292,Geraldton,-28.77,114.6,12.0,93.0,0.0,4.6,AU,1596203869.0,,,
293,Grass Valley,39.22,-121.06,23.0,28.0,1.0,2.19,US,1596203870.0,6.15,6.15,6.15
294,Cheney,47.49,-117.58,21.0,46.0,20.0,3.6,US,1596203640.0,4.76,4.76,4.76
295,Harrisonburg,38.45,-78.87,21.67,100.0,90.0,1.28,US,1596203793.0,4.22,4.22,4.22
296,Evanston,42.04,-87.69,25.0,73.0,75.0,4.6,US,1596203843.0,3.66,3.66,3.66
297,Williston,48.15,-103.62,22.78,79.0,33.0,2.24,US,1596203870.0,4.51,4.51,4.51
298,,,,,,,,,,,,
299,San Buenaventura,27.08,-101.53,26.11,88.0,40.0,1.52,MX,1596203871.0,,,
300,Galveston,29.37,-94.97,30.0,79.0,20.0,5.7,US,1596203871.0,4.49,4.49,4.49
301,Andros Town,24.7,-77.77,29.73,61.0,0.0,10.21,BS,1596203871.0,,,
302,Fayetteville,35.05,-78.88,28.89,74.0,75.0,5.1,US,1596203758.0,4.55,4.55,4.55
303,Atlantic City,39.36,-74.42,21.67,96.0,100.0,6.18,US,1596203871.0,4.09,4.09,4.09
304,Moundsville,39.92,-80.74,23.33,83.0,1.0,1.5,US,1596203863.0,3.49,3.49,3.49
305,Miles City,46.41,-105.84,19.0,72.0,1.0,2.1,US,1596203871.0,4.93,4.93,4.93
306,Estevan,49.13,-102.98,19.44,100.0,1.0,3.6,CA,1596203872.0,,,
307,Lucan,53.36,-6.44,23.33,88.0,75.0,4.6,IE,1596203872.0,,,
308,Atikokan,48.76,-91.62,21.8,47.0,0.0,0.84,CA,1596203872.0,,,
309,Saint-Michel-des-Saints,46.68,-73.92,23.89,7.0,8.0,0.45,CA,1596203872.0,,,
310,Stephenville,32.22,-98.2,24.44,78.0,90.0,3.6,US,1596203872.0,5.38,5.38,5.38
311,Forest Acres,34.02,-80.99,28.0,78.0,1.0,4.1,US,1596203872.0,4.58,4.58,4.58
312,Moberly,39.42,-92.44,18.89,89.0,100.0,1.34,US,1596203791.0,4.46,4.46,4.46
313,Bluefield,37.27,-81.22,23.89,100.0,90.0,4.1,US,1596203633.0,4.36,4.36,4.36
314,Meridian,43.61,-116.39,22.22,46.0,1.0,2.6,US,1596203577.0,5.97,5.97,5.97
315,Etchojoa,26.92,-109.63,27.22,79.0,70.0,4.47,MX,1596203873.0,,,
316,Ionia,42.99,-85.07,23.33,64.0,1.0,3.36,US,1596203818.0,3.62,3.62,3.62
317,Ocampo,21.65,-101.5,15.63,81.0,100.0,3.39,MX,1596203873.0,,,
318,Houma,29.6,-90.72,28.89,100.0,40.0,3.32,US,1596203599.0,4.4,4.4,4.4
319,Hornepayne,49.21,-84.77,20.83,61.0,0.0,0.64,CA,1596203874.0,,,
320,Cody,44.53,-109.06,20.0,51.0,1.0,2.57,US,1596203800.0,5.61,5.61,5.61
321,Kirksville,40.19,-92.58,19.44,88.0,40.0,4.1,US,1596203690.0,4.36,4.36,4.36
322,Winona,43.97,-91.77,21.11,100.0,1.0,1.5,US,1596203874.0,3.9,3.9,3.9
323,Olean,42.08,-78.43,23.89,77.0,1.0,2.6,US,1596203874.0,3.47,3.47,3.47
324,Green River,41.53,-109.47,16.0,41.0,1.0,2.1,US,1596203874.0,6.2,6.2,6.2
325,Steamboat Springs,40.48,-106.83,12.0,76.0,1.0,1.19,US,1596203874.0,5.46,5.46,5.46
326,Monterey,36.25,-121.25,20.56,47.0,0.0,1.79,US,1596203875.0,6.56,6.56,6.56
327,Catalina Foothills,32.3,-110.92,29.44,48.0,1.0,4.1,US,1596203875.0,7.62,7.62,7.62
328,Chanute,37.68,-95.46,21.0,88.0,20.0,3.6,US,1596203875.0,4.71,4.71,4.71
329,Alice Town,25.72,-79.3,29.12,72.0,0.0,8.01,BS,1596203875.0,,,
330,Morro Bay,35.37,-120.85,18.33,97.0,10.0,3.65,US,1596203875.0,5.09,5.09,5.09
331,Dillon,34.42,-79.37,29.44,83.0,1.0,4.1,US,1596203875.0,4.61,4.61,4.61
332,Washougal,45.58,-122.35,19.44,67.0,1.0,0.96,US,1596203876.0,3.16,3.16,3.16
333,Harrison,30.41,-89.04,28.89,83.0,1.0,3.44,US,1596203876.0,4.51,4.51,4.51
334,Moctezuma,29.8,-109.67,26.34,74.0,0.0,0.75,MX,1596203876.0,,,
335,Medicine Hat,50.05,-110.67,19.0,93.0,75.0,2.6,CA,1596203732.0,,,
336,Indian Trail,35.08,-80.67,28.33,83.0,1.0,5.7,US,1596203876.0,4.62,4.62,4.62
337,Huntsville,34.73,-86.59,28.33,83.0,75.0,4.6,US,1596203599.0,4.14,4.14,4.14
338,Taylorville,39.55,-89.29,21.11,88.0,1.0,4.1,US,1596203877.0,4.17,4.17,4.17
339,Progreso,21.28,-89.67,28.33,88.0,75.0,2.1,MX,1596203877.0,,,
340,Lac-Mégantic,45.58,-70.88,21.11,75.0,26.0,1.79,CA,1596203877.0,,,
341,Venice,27.1,-82.45,30.0,74.0,1.0,2.1,US,1596203877.0,5.53,5.53,5.53
342,Santa Barbara,34.42,-119.7,20.56,93.0,1.0,1.9,US,1596203877.0,6.09,6.09,6.09
343,Ferndale,42.46,-83.13,23.33,73.0,1.0,4.1,US,1596203695.0,3.61,3.61,3.61
344,Lamar,33.67,-95.58,22.22,94.0,90.0,3.1,US,1596203878.0,4.75,4.75,4.75
345,Ridgecrest,35.62,-117.67,29.44,16.0,1.0,3.1,US,1596203582.0,8.4,8.4,8.4
346,Monticello,45.31,-93.79,22.22,77.0,0.0,0.87,US,1596203878.0,4.06,4.06,4.06
347,Alpine,32.84,-116.77,21.11,77.0,1.0,2.1,US,1596203878.0,6.81,6.81,6.81
348,Carroll,39.55,-77.02,24.44,88.0,75.0,1.5,US,1596203878.0,4.0,4.0,4.0
349,Wenatchee,47.42,-120.31,26.0,31.0,1.0,4.6,US,1596203704.0,4.59,4.59,4.59
350,Quartz Hill,34.65,-118.22,22.0,23.0,1.0,1.42,US,1596203879.0,7.43,7.43,7.43
351,Pittsburg,38.03,-121.88,15.56,87.0,1.0,2.1,US,1596203593.0,5.49,5.49,5.49
352,Sun Valley,39.6,-119.78,16.11,44.0,1.0,1.68,US,1596203670.0,7.04,7.04,7.04
353,Sandpoint,48.28,-116.55,21.67,40.0,1.0,5.1,US,1596203745.0,4.53,4.53,4.53
354,Oro Valley,32.39,-110.97,30.0,44.0,0.0,0.45,US,1596203622.0,7.67,7.67,7.67
355,Rock Sound,24.9,-76.2,28.87,69.0,1.0,12.08,BS,1596203879.0,,,
356,Iona,26.52,-81.96,30.56,88.0,1.0,2.6,US,1596203879.0,5.11,5.11,5.11
357,Yazoo City,32.86,-90.41,28.33,94.0,1.0,3.6,US,1596203880.0,4.43,4.43,4.43
358,Bayonet Point,28.33,-82.68,29.44,66.0,0.0,1.11,US,1596203880.0,4.98,4.98,4.98
359,Artesia,33.87,-118.08,20.0,82.0,1.0,1.5,US,1596203880.0,5.45,5.45,5.45
360,Mt. Pleasant,32.79,-79.86,30.56,74.0,1.0,5.7,US,1596203880.0,4.87,4.87,4.87
361,Forrest City,35.01,-90.79,26.67,83.0,1.0,2.6,US,1596203710.0,4.49,4.49,4.49
362,Albanel,48.88,-72.45,19.0,82.0,75.0,2.6,CA,1596203880.0,,,
363,St. Pete Beach,27.73,-82.74,30.56,1.0,3.0,0.89,US,1596203881.0,5.4,5.4,5.4
364,Yavaros,26.7,-109.52,27.22,79.0,100.0,4.47,MX,1596203881.0,,,
365,Liberal,37.04,-100.92,17.0,93.0,1.0,3.6,US,1596203881.0,6.07,6.07,6.07
366,Andrews,32.32,-102.55,21.0,88.0,40.0,3.1,US,1596203717.0,6.59,6.59,6.59
367,Normandin,48.83,-72.53,19.0,82.0,75.0,2.6,CA,1596203881.0,,,
368,Pemberton,50.32,-122.8,15.56,76.0,40.0,0.59,CA,1596203881.0,,,
369,Naples Park,26.26,-81.81,30.0,94.0,1.0,3.6,US,1596203882.0,5.45,5.45,5.45
370,Constitución,-35.33,-72.42,11.92,68.0,100.0,0.57,CL,1596203882.0,,,
371,Mulegé,26.88,-111.98,30.76,52.0,100.0,1.29,MX,1596203882.0,,,
372,Independence,39.09,-94.42,21.0,88.0,75.0,4.6,US,1596203592.0,4.58,4.58,4.58
373,Okmulgee,35.62,-95.96,21.0,100.0,90.0,6.7,US,1596203882.0,4.8,4.8,4.8
374,Laramie,41.31,-105.59,18.33,81.0,1.0,3.1,US,1596203882.0,5.45,5.45,5.45
375,Fort Smith,35.39,-94.4,23.33,88.0,90.0,4.1,US,1596203883.0,4.63,4.63,4.63
376,Lüshunkou,38.8,121.27,26.0,88.0,40.0,2.0,CN,1596203883.0,,,
377,Richmond,37.55,-77.46,26.11,83.0,90.0,2.6,US,1596203752.0,4.31,4.31,4.31
378,Lexington-Fayette,38.05,-84.46,21.67,93.0,90.0,1.1,US,1596203883.0,3.99,3.99,3.99
379,Taos,36.41,-105.57,16.11,82.0,1.0,1.56,US,1596203675.0,7.36,7.36,7.36
380,San Luis,-33.3,-66.34,13.09,37.0,0.0,0.77,AR,1596203883.0,,,
381,El Campo,29.2,-96.27,29.44,100.0,40.0,1.5,US,1596203884.0,4.28,4.28,4.28
382,Golden Gate,26.19,-81.7,31.11,94.0,1.0,3.6,US,1596203884.0,4.91,4.91,4.91
383,Carpinteria,34.4,-119.52,20.56,93.0,1.0,2.44,US,1596203729.0,5.41,5.41,5.41
384,Owosso,43.0,-84.18,22.22,82.0,1.0,1.5,US,1596203884.0,3.66,3.66,3.66
385,Prescott Valley,34.59,-112.33,25.56,32.0,1.0,1.5,US,1596203884.0,7.55,7.55,7.55
386,Warrensburg,38.76,-93.74,20.56,82.0,90.0,5.7,US,1596203884.0,4.49,4.49,4.49
387,Grants Pass,42.44,-123.33,19.0,63.0,1.0,0.31,US,1596203884.0,5.05,5.05,5.05
388,Santa Fe,-31.63,-60.7,13.89,69.0,31.0,1.79,AR,1596203708.0,,,
389,,,,,,,,,,,,
390,Milford,41.22,-73.06,23.33,83.0,75.0,2.6,US,1596203746.0,3.95,3.95,3.95
391,Bon Air,37.52,-77.56,25.56,100.0,90.0,2.1,US,1596203625.0,4.38,4.38,4.38
392,Winnemucca,40.97,-117.74,11.0,32.0,1.0,3.1,US,1596203885.0,6.56,6.56,6.56
393,,,,,,,,,,,,
394,Weare,43.09,-71.73,25.0,67.0,0.0,1.37,US,1596203886.0,3.95,3.95,3.95
395,Merced,37.17,-120.75,18.89,68.0,0.0,2.69,US,1596203835.0,5.88,5.88,5.88
396,Lafayette,30.23,-92.07,28.33,88.0,98.0,3.1,US,1596203714.0,4.37,4.37,4.37
397,West Lafayette,40.43,-86.91,23.89,78.0,1.0,4.1,US,1596203886.0,3.74,3.74,3.74
398,Susanville,40.42,-120.65,11.0,50.0,1.0,1.5,US,1596203838.0,6.64,6.64,6.64
399,San Felipe,10.34,-68.74,28.79,59.0,0.0,3.78,VE,1596203886.0,,,
400,Guerrero,17.67,-100.0,21.36,79.0,72.0,0.09,MX,1596203886.0,,,
401,Preston,53.77,-2.72,32.22,48.0,0.0,6.7,GB,1596203818.0,,,
402,Charter Township of Clinton,42.59,-82.92,23.33,94.0,20.0,3.1,US,1596203700.0,3.6,3.6,3.6
403,Haines City,28.11,-81.62,28.89,78.0,1.0,1.5,US,1596203887.0,4.72,4.72,4.72
404,Kanata,45.32,-75.9,24.44,73.0,20.0,3.1,CA,1596203887.0,,,
405,Opelika,32.65,-85.38,26.11,94.0,90.0,3.1,US,1596203849.0,4.51,4.51,4.51
406,Rolla,37.95,-91.77,20.56,94.0,90.0,4.6,US,1596203887.0,4.45,4.45,4.45
407,Dunn,44.95,-91.88,19.44,72.0,1.0,2.17,US,1596203887.0,3.9,3.9,3.9
408,Bay City,43.59,-83.89,22.22,68.0,1.0,4.1,US,1596203830.0,3.64,3.64,3.64
409,Hailey,43.52,-114.32,16.0,51.0,1.0,4.6,US,1596203888.0,5.95,5.95,5.95
410,Lake Havasu City,34.48,-114.32,35.0,14.0,1.0,3.46,US,1596203712.0,7.16,7.16,7.16
411,Christiansburg,37.13,-80.41,24.44,100.0,90.0,1.5,US,1596203888.0,4.11,4.11,4.11
412,Bobcaygeon,44.55,-78.54,24.44,77.0,1.0,1.0,CA,1596203888.0,,,
413,Ludlow,42.16,-72.48,25.0,78.0,40.0,3.6,US,1596203888.0,3.69,3.69,3.69
414,Kewanee,41.25,-89.92,20.56,80.0,91.0,0.45,US,1596203888.0,3.93,3.93,3.93
415,Castaños,26.78,-101.42,26.11,88.0,40.0,1.29,MX,1596203889.0,,,
416,Tarboro,35.9,-77.54,27.0,83.0,90.0,4.1,US,1596203889.0,4.53,4.53,4.53
417,Matamoros,25.53,-103.25,23.0,78.0,90.0,1.51,MX,1596203889.0,,,
418,Florence,43.77,11.25,38.33,31.0,0.0,4.6,IT,1596203727.0,,,
419,Baraboo,43.47,-89.74,20.56,82.0,1.0,1.5,US,1596203889.0,3.9,3.9,3.9
420,Elliot Lake,46.38,-82.63,20.0,82.0,1.0,4.1,CA,1596203737.0,,,
421,Ville-Marie,47.33,-79.43,19.0,77.0,1.0,3.6,CA,1596203889.0,,,
422,Punta Gorda,26.93,-82.05,30.56,88.0,1.0,2.6,US,1596203890.0,4.89,4.89,4.89
423,Prospect,-34.88,138.59,13.33,62.0,81.0,4.6,AU,1596203630.0,,,
424,Duncan,34.5,-97.96,22.78,88.0,1.0,5.1,US,1596203890.0,5.33,5.33,5.33
425,El Reno,35.53,-97.95,22.22,78.0,45.0,6.7,US,1596203890.0,5.31,5.31,5.31
426,Camalú,30.85,-116.07,21.23,75.0,0.0,1.62,MX,1596203890.0,,,
427,Castlegar,49.3,-117.67,15.0,76.0,0.0,2.0,CA,1596203890.0,,,
428,Souris,49.62,-100.26,19.0,88.0,75.0,3.6,CA,1596203891.0,,,
429,Falmouth,50.15,-5.07,20.0,100.0,100.0,7.2,GB,1596203891.0,,,
430,Englewood,39.65,-104.99,19.44,80.0,0.0,1.62,US,1596203645.0,6.16,6.16,6.16
431,Roswell,34.02,-84.36,27.22,83.0,1.0,3.6,US,1596203761.0,4.37,4.37,4.37
432,Enid,36.4,-97.88,22.0,73.0,40.0,6.2,US,1596203827.0,5.23,5.23,5.23
433,Glenwood Springs,39.55,-107.32,17.22,57.0,1.0,1.65,US,1596203774.0,5.94,5.94,5.94
434,Bismarck,46.81,-100.78,23.0,64.0,1.0,2.1,US,1596203891.0,4.42,4.42,4.42
435,Ingleside,27.88,-97.21,30.0,84.0,40.0,6.7,US,1596203892.0,4.63,4.63,4.63
436,Mastic Beach,40.77,-72.85,21.11,88.0,90.0,3.1,US,1596203712.0,3.92,3.92,3.92
437,Linares,-35.85,-71.6,9.39,69.0,100.0,0.43,CL,1596203892.0,,,
438,Springfield,37.22,-93.3,23.33,100.0,90.0,3.1,US,1596203704.0,4.39,4.39,4.39
439,Centralia,46.72,-122.95,15.0,87.0,1.0,1.5,US,1596203892.0,3.11,3.11,3.11
440,Steinbach am Taunus,50.17,8.57,35.0,20.0,0.0,3.6,DE,1596203892.0,,,
441,Osoyoos,49.03,-119.45,24.0,63.0,20.0,3.1,CA,1596203837.0,,,
442,Pahrump,36.21,-115.98,31.11,23.0,0.0,1.34,US,1596203893.0,7.94,7.94,7.94
443,Burkburnett,34.1,-98.57,22.78,88.0,20.0,4.6,US,1596203873.0,5.51,5.51,5.51
444,Etchoropo,26.77,-109.67,27.22,79.0,97.0,4.47,MX,1596203893.0,,,
445,Brantford,43.13,-80.27,24.44,73.0,20.0,5.1,CA,1596203807.0,,,
446,Richland,40.78,-82.55,24.44,69.0,1.0,4.1,US,1596203893.0,3.5,3.5,3.5
447,Saint Simons,31.14,-81.39,28.33,88.0,1.0,4.6,US,1596203893.0,4.91,4.91,4.91
448,Dana Point,33.47,-117.7,19.44,87.0,0.0,2.54,US,1596203715.0,4.76,4.76,4.76
449,Portland,45.52,-122.68,19.44,55.0,40.0,1.4,US,1596203709.0,3.35,3.35,3.35
450,Bristol,41.83,-71.17,24.44,73.0,75.0,1.5,US,1596203894.0,3.85,3.85,3.85
451,Kapuskasing,49.42,-82.43,17.0,88.0,20.0,1.0,CA,1596203733.0,,,
452,Hoquiam,46.98,-123.89,15.56,93.0,90.0,3.1,US,1596203894.0,2.89,2.89,2.89
453,Worland,44.02,-107.96,15.0,62.0,1.0,1.5,US,1596203894.0,5.67,5.67,5.67
454,Chihuahua,28.5,-106.0,21.0,68.0,20.0,2.48,MX,1596203894.0,,,
455,Sturgis,41.8,-85.42,20.0,72.0,1.0,3.1,US,1596203895.0,3.56,3.56,3.56
456,Marinette,45.1,-87.63,20.0,82.0,1.0,3.1,US,1596203895.0,4.11,4.11,4.11
457,Payson,40.04,-111.73,20.56,48.0,1.0,1.5,US,1596203895.0,5.93,5.93,5.93
458,Morristown,36.21,-83.29,24.44,100.0,90.0,4.6,US,1596203895.0,4.22,4.22,4.22
459,Sunland Park,31.8,-106.58,27.78,44.0,1.0,6.7,US,1596203895.0,6.89,6.89,6.89
460,Anacortes,48.51,-122.61,17.0,72.0,1.0,3.6,US,1596203895.0,3.35,3.35,3.35
461,Lauderdale Lakes,26.17,-80.21,31.67,66.0,1.0,3.6,US,1596203896.0,4.53,4.53,4.53
462,Poquoson,37.12,-76.35,29.0,94.0,75.0,6.2,US,1596203621.0,4.4,4.4,4.4
463,Pell City,33.59,-86.29,27.0,100.0,20.0,4.6,US,1596203896.0,4.31,4.31,4.31
464,Shaunavon,49.65,-108.42,19.48,80.0,55.0,3.06,CA,1596203896.0,,,
465,Barraute,48.43,-77.63,19.44,77.0,20.0,3.6,CA,1596203896.0,,,
466,Sault Ste. Marie,46.52,-84.33,20.0,72.0,1.0,1.42,CA,1596203896.0,3.72,3.72,3.72
467,Fernie,49.5,-115.07,17.0,87.0,5.0,2.1,CA,1596203896.0,,,
468,Alma,48.55,-71.65,19.44,82.0,75.0,2.6,CA,1596203896.0,,,
469,Pierre,44.37,-100.35,20.56,88.0,1.0,2.1,US,1596203875.0,4.85,4.85,4.85
470,Indianola,41.36,-93.56,22.22,77.0,90.0,3.1,US,1596203897.0,4.28,4.28,4.28
471,Mocorito,25.48,-107.92,26.67,91.0,87.0,2.24,MX,1596203897.0,,,
472,Rochester,43.15,-77.62,25.56,81.0,0.0,0.89,US,1596203759.0,3.82,3.82,3.82
473,Bloomington,44.84,-93.3,22.78,68.0,20.0,1.5,US,1596203773.0,4.07,4.07,4.07
474,Council Bluffs,41.26,-95.86,20.56,88.0,75.0,3.6,US,1596203897.0,4.47,4.47,4.47
475,Port Angeles,48.12,-123.43,13.33,87.0,1.0,2.6,US,1596203753.0,3.2,3.2,3.2
476,Atchison,39.56,-95.12,21.11,88.0,1.0,3.6,US,1596203898.0,4.61,4.61,4.61
477,Minot,48.23,-101.3,22.0,78.0,1.0,4.6,US,1596203859.0,4.4,4.4,4.4
478,Chalmette,29.94,-89.96,30.0,78.0,1.0,4.1,US,1596203898.0,4.13,4.13,4.13
479,Swift Current,50.28,-107.8,17.0,93.0,1.0,2.6,CA,1596203898.0,,,
480,Mier,26.43,-99.15,28.89,82.0,11.0,0.89,MX,1596203898.0,5.21,5.21,5.21
481,Suffolk,40.87,-72.8,21.11,88.0,90.0,3.1,US,1596203898.0,3.99,3.99,3.99
482,Corpus Christi,27.8,-97.4,30.0,83.0,40.0,4.6,US,1596203719.0,4.44,4.44,4.44
483,Orchard Homes,46.86,-114.05,17.0,63.0,20.0,1.32,US,1596203899.0,4.78,4.78,4.78
484,Altamont,42.21,-121.74,12.22,81.0,1.0,1.5,US,1596203899.0,6.29,6.29,6.29
485,Madisonville,37.33,-87.5,25.0,83.0,90.0,2.76,US,1596203789.0,4.15,4.15,4.15
486,Conway,35.09,-92.44,24.0,88.0,1.0,3.49,US,1596203895.0,4.36,4.36,4.36
487,Walker,30.73,-95.57,28.0,78.0,90.0,5.1,US,1596203899.0,4.42,4.42,4.42
488,Wichita Falls,33.91,-98.49,23.0,78.0,1.0,5.7,US,1596203899.0,5.46,5.46,5.46
489,Pine Bluff,34.23,-92.0,24.44,78.0,40.0,4.6,US,1596203900.0,4.45,4.45,4.45
490,Rio Grande City,26.38,-98.82,28.89,82.0,9.0,0.89,US,1596203900.0,5.12,5.12,5.12
491,Brownsville,25.9,-97.5,28.89,88.0,1.0,4.1,US,1596203802.0,4.26,4.26,4.26
492,Callaway,30.15,-85.57,30.56,74.0,40.0,3.6,US,1596203900.0,4.78,4.78,4.78
493,Rohnert Park,38.34,-122.7,13.33,100.0,90.0,1.5,US,1596203779.0,5.36,5.36,5.36
494,Ocala,29.19,-82.14,28.33,88.0,1.0,1.21,US,1596203793.0,4.7,4.7,4.7
495,Washington,47.5,-120.5,25.56,50.0,4.0,1.34,US,1596203724.0,4.78,4.78,4.78
496,Granger,41.75,-86.13,22.22,77.0,5.0,3.1,US,1596203640.0,3.6,3.6,3.6
497,Durant,33.99,-96.37,23.89,94.0,90.0,3.6,US,1596203901.0,4.94,4.94,4.94
498,Álamos,27.02,-108.93,27.22,79.0,72.0,4.47,MX,1596203901.0,,,
499,Québec,46.81,-71.21,20.0,82.0,75.0,1.5,CA,1596203883.0,,,
500,Menomonie,44.88,-91.92,19.44,72.0,1.0,2.2,US,1596203901.0,3.99,3.99,3.99
501,Pinawa,50.15,-95.88,21.3,66.0,34.0,2.46,CA,1596203901.0,,,
502,Craig,40.52,-107.55,12.0,81.0,1.0,3.1,US,1596203901.0,5.66,5.66,5.66
503,Texarkana,33.43,-94.05,22.0,94.0,90.0,2.1,US,1596203902.0,4.55,4.55,4.55
504,,,,,,,,,,,,
505,Fenelon Falls,44.53,-78.75,24.44,77.0,1.0,1.0,CA,1596203893.0,,,
506,Jonesboro,35.84,-90.7,24.0,88.0,75.0,6.7,US,1596203831.0,4.38,4.38,4.38
507,Big Spring,32.25,-101.48,22.78,78.0,1.0,6.7,US,1596203902.0,6.16,6.16,6.16
508,Laurentides,46.43,-74.98,21.06,66.0,4.0,2.68,CA,1596203902.0,,,
509,Fort Frances,48.6,-93.4,18.89,87.0,1.0,0.94,CA,1596203903.0,3.89,3.89,3.89
510,Palm Valley,30.18,-81.39,28.89,78.0,1.0,3.1,US,1596203903.0,4.88,4.88,4.88
511,Bennettsville,34.62,-79.68,29.44,88.0,75.0,4.1,US,1596203722.0,4.52,4.52,4.52
512,Lumby,50.25,-118.97,20.56,82.0,1.0,1.5,CA,1596203903.0,,,
513,Maniwaki,46.38,-75.97,21.83,64.0,0.0,2.09,CA,1596203903.0,,,
514,The Woodlands,30.16,-95.49,28.33,83.0,40.0,4.1,US,1596203903.0,4.23,4.23,4.23
515,Covington,39.08,-84.51,23.33,88.0,75.0,3.1,US,1596203844.0,4.0,4.0,4.0
516,Burlington,39.88,-74.64,23.0,94.0,90.0,3.6,US,1596203904.0,4.0,4.0,4.0
517,Cuauhtémoc,28.42,-106.87,22.0,48.0,0.0,1.71,MX,1596203904.0,,,
518,Owatonna,44.08,-93.23,20.56,93.0,1.0,2.31,US,1596203819.0,4.05,4.05,4.05
519,Hueytown,33.45,-87.0,27.22,94.0,75.0,3.1,US,1596203904.0,4.33,4.33,4.33
520,Excelsior Springs,39.34,-94.23,20.56,88.0,75.0,3.54,US,1596203904.0,4.57,4.57,4.57
521,Helena,46.59,-112.04,18.33,55.0,1.0,0.35,US,1596203872.0,5.04,5.04,5.04
522,Kearney,40.7,-99.08,17.0,93.0,1.0,2.6,US,1596203615.0,5.06,5.06,5.06
523,Herrin,37.8,-89.03,23.0,100.0,90.0,3.1,US,1596203905.0,4.2,4.2,4.2
524,Coral Springs,26.27,-80.27,31.67,66.0,1.0,3.6,US,1596203905.0,4.59,4.59,4.59
525,Charleston,32.78,-79.93,30.56,70.0,1.0,4.1,US,1596203905.0,4.77,4.77,4.77
526,Saint Peter,13.25,-59.62,30.0,66.0,20.0,7.7,BB,1596203905.0,,,
527,Charlottesville,38.03,-78.48,24.0,88.0,90.0,1.5,US,1596203765.0,4.3,4.3,4.3
528,Waynesville,35.49,-82.99,25.56,83.0,60.0,1.34,US,1596203856.0,4.22,4.22,4.22
529,Portage,41.17,-81.2,23.89,60.0,1.0,3.1,US,1596203905.0,3.45,3.45,3.45
530,Corinth,37.94,22.96,37.22,33.0,0.0,1.79,GR,1596203906.0,,,
531,Sydney,-33.87,151.21,11.0,76.0,0.0,2.23,AU,1596203891.0,,,
532,Blackfoot,43.19,-112.34,18.89,67.0,40.0,3.51,US,1596203906.0,5.67,5.67,5.67
