,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date,Ave DNI,Ave GHI,Ave Lat Tilt
267,Statesboro,32.45,-81.78,33.0,49.0,40.0,4.1,US,1596302219.0,4.41,5.64,5.63
268,Santa María del Oro,25.93,-105.37,26.27,45.0,4.0,4.76,MX,1596302376.0,,,
269,Elko,41.0,-115.5,32.78,6.0,0.0,0.89,US,1596302377.0,8.89,6.98,7.22
270,Tucumcari,35.17,-103.72,29.0,32.0,1.0,3.6,US,1596302245.0,7.03,6.7,6.77
271,Great Falls,47.5,-111.3,27.78,34.0,1.0,1.5,US,1596302377.0,6.82,5.95,6.42
272,Orange Cove,36.62,-119.31,28.0,39.0,1.0,1.93,US,1596302377.0,8.43,7.26,7.41
273,Kingman,35.19,-114.05,37.0,13.0,1.0,8.2,US,1596302377.0,8.26,6.95,6.99
274,Duluth,46.78,-92.11,24.0,69.0,40.0,3.44,US,1596302378.0,5.0,5.17,5.46
275,Geraldton,-28.77,114.6,9.0,87.0,96.0,3.6,AU,1596302378.0,,,
276,Redlands,34.06,-117.18,36.11,15.0,5.0,2.0,US,1596302378.0,8.49,7.33,7.37
277,Burlington,39.88,-74.64,32.22,43.0,40.0,1.5,US,1596302271.0,4.23,5.28,5.37
278,Marshall,34.38,-86.33,30.0,45.0,1.0,7.7,US,1596302378.0,4.65,5.71,5.73
279,Boone,39.03,-92.33,25.0,73.0,40.0,3.1,US,1596302378.0,5.35,5.67,5.78
280,Enid,36.4,-97.88,27.78,57.0,20.0,5.1,US,1596302250.0,6.17,6.19,6.28
281,Marshalltown,42.05,-92.91,26.67,54.0,20.0,2.1,US,1596302232.0,5.14,5.48,5.66
282,El Paso,31.76,-106.49,32.22,35.0,20.0,2.1,US,1596302165.0,6.59,6.58,6.35
283,Hondomachi-hondo,32.45,130.2,25.83,84.0,61.0,1.08,JP,1596302379.0,,,
284,Duncan,34.5,-97.96,30.0,54.0,75.0,2.6,US,1596302121.0,6.28,6.3,6.35
285,Albany,42.6,-73.97,30.56,38.0,29.0,0.45,US,1596302379.0,4.46,5.14,5.29
286,Harrison,30.41,-89.04,32.0,59.0,40.0,3.1,US,1596302379.0,4.47,5.62,5.57
287,Pacific Grove,36.62,-121.92,19.0,68.0,75.0,4.1,US,1596302160.0,3.72,5.13,5.06
288,Chippewa Falls,44.94,-91.39,27.22,44.0,20.0,2.1,US,1596302380.0,4.87,5.2,5.44
289,Huntington,38.42,-82.45,30.56,74.0,40.0,4.1,US,1596302341.0,4.5,5.46,5.54
290,Alpena,45.06,-83.43,27.0,47.0,75.0,3.6,US,1596302380.0,5.13,5.27,5.49
291,Port Jervis,41.38,-74.69,31.0,38.0,1.0,1.67,US,1596302380.0,4.06,5.09,5.2
292,El Dorado,33.21,-92.67,28.0,65.0,40.0,1.89,US,1596302381.0,5.35,6.01,6.03
293,Payson,40.04,-111.73,32.22,21.0,20.0,3.6,US,1596302381.0,7.58,6.54,6.7
294,Gillette,44.29,-105.5,26.11,31.0,1.0,1.5,US,1596302381.0,7.29,6.3,6.67
295,Winchester,51.07,-1.32,22.22,60.0,86.0,5.7,GB,1596302381.0,,,
296,Marathon,44.9,-89.77,26.11,57.0,20.0,2.1,US,1596302381.0,4.85,5.23,5.47
297,Natchitoches,31.77,-93.13,28.0,78.0,90.0,2.2,US,1596302381.0,5.12,5.98,5.97
298,Ucluelet,48.93,-125.55,17.22,93.0,75.0,4.6,CA,1596302382.0,,,
299,Clute,29.02,-95.4,26.11,94.0,40.0,3.29,US,1596302382.0,4.79,5.84,5.76
300,Saint-Prosper,46.21,-70.48,25.0,30.0,19.0,1.34,CA,1596302382.0,,,
301,Onalaska,43.88,-91.24,27.78,47.0,75.0,1.01,US,1596302382.0,4.64,5.15,5.37
302,Eagle Pass,28.71,-100.5,31.0,62.0,40.0,3.33,US,1596302166.0,6.24,6.38,6.27
303,Kinston,35.26,-77.58,34.44,63.0,1.0,1.5,US,1596302382.0,4.39,5.49,5.51
304,Camargo,27.67,-105.17,29.83,38.0,11.0,3.94,MX,1596302383.0,,,
305,Kalispell,48.2,-114.31,28.33,47.0,1.0,2.6,US,1596302383.0,6.56,5.77,6.18
306,Sterling,39.01,-77.43,30.0,65.0,75.0,2.6,US,1596302102.0,4.44,5.43,5.52
307,Caldwell,43.66,-116.69,28.33,36.0,1.0,3.1,US,1596302383.0,8.61,6.84,7.24
308,Madera,37.17,-119.83,31.67,23.0,0.0,0.89,US,1596302383.0,8.29,7.23,7.4
309,Rock Sound,24.9,-76.2,28.83,78.0,97.0,14.63,BS,1596302306.0,,,
310,Ascension,30.22,-90.9,31.11,70.0,100.0,2.6,US,1596302384.0,4.54,5.67,5.62
311,Cocorit,27.58,-109.97,32.0,55.0,90.0,2.6,MX,1596302384.0,,,
312,Campbellsville,37.34,-85.34,28.33,73.0,90.0,4.6,US,1596302384.0,4.86,5.69,5.77
313,Fortuna Foothills,32.66,-114.41,38.33,37.0,1.0,9.3,US,1596302384.0,7.87,6.95,6.95
314,Ashland,40.82,-82.27,24.0,78.0,90.0,3.6,US,1596302384.0,4.32,5.27,5.38
315,Junction City,39.03,-96.83,27.22,51.0,40.0,2.1,US,1596302385.0,5.84,5.97,6.11
316,Deming,32.27,-107.76,32.0,22.0,1.0,3.1,US,1596302385.0,6.86,6.6,6.57
317,General Cepeda,25.38,-101.45,21.0,64.0,40.0,2.12,MX,1596302385.0,,,
318,Rogers,36.37,-95.58,29.44,47.0,75.0,1.5,US,1596302385.0,6.13,6.16,6.25
319,Callaway,30.15,-85.57,31.67,66.0,20.0,3.1,US,1596302385.0,4.07,5.35,5.3
320,Orangeburg,33.49,-80.86,32.78,74.0,75.0,3.1,US,1596302385.0,4.38,5.59,5.6
321,Brainerd,46.36,-94.2,25.0,61.0,75.0,5.7,US,1596302211.0,5.28,5.33,5.62
322,Fairmont,39.49,-80.14,29.0,58.0,90.0,3.6,US,1596302386.0,4.14,5.3,5.39
323,Álamos,27.02,-108.93,32.78,59.0,0.0,2.68,MX,1596302386.0,,,
324,Dallas,32.77,-96.78,31.67,43.0,40.0,3.6,US,1596302247.0,6.01,6.27,6.28
325,Nicholasville,37.88,-84.57,28.89,78.0,75.0,6.2,US,1596302386.0,4.75,5.58,5.65
326,Macomb,40.46,-90.67,25.56,61.0,1.0,2.1,US,1596302387.0,4.99,5.49,5.64
327,Saint Simons,31.14,-81.39,33.33,74.0,1.0,4.1,US,1596302387.0,4.74,5.81,5.8
328,Redmond,47.67,-122.12,18.33,81.0,94.0,1.72,US,1596302361.0,5.91,5.38,5.73
329,Pleasanton,37.66,-121.87,21.67,56.0,1.0,3.1,US,1596302292.0,7.74,7.05,7.26
330,Polson,47.69,-114.16,28.89,52.0,100.0,0.84,US,1596302387.0,6.64,5.91,6.36
331,Sun City West,33.66,-112.34,38.89,35.0,20.0,5.1,US,1596302387.0,7.49,6.85,6.88
332,Grand Island,40.92,-98.34,26.0,57.0,1.0,6.2,US,1596302388.0,5.91,5.89,6.08
333,Arrondissement du Havre,49.58,0.33,22.78,72.0,40.0,4.1,FR,1596302388.0,,,
334,West Wendover,40.74,-114.07,32.0,13.0,1.0,2.1,US,1596302258.0,8.1,6.72,6.92
335,St. Marys,30.73,-81.55,34.44,84.0,1.0,3.6,US,1596302388.0,4.35,5.58,5.54
336,Charlottesville,38.03,-78.48,29.44,69.0,90.0,3.6,US,1596302142.0,4.42,5.47,5.55
337,Eloy,32.76,-111.55,38.33,41.0,1.0,3.1,US,1596302388.0,6.9,6.61,6.62
338,Saint-Raymond,45.47,-73.61,30.0,57.0,20.0,2.37,CA,1596302269.0,,,
339,Winslow,35.02,-110.7,31.0,18.0,1.0,1.5,US,1596302239.0,6.69,6.22,6.23
340,Chanute,37.68,-95.46,28.0,54.0,20.0,3.1,US,1596302389.0,5.84,5.99,6.1
341,Two Rivers,44.15,-87.57,25.0,78.0,20.0,2.1,US,1596302389.0,4.68,5.21,5.43
342,Port Hueneme,34.15,-119.2,26.67,77.0,1.0,5.1,US,1596302389.0,5.72,6.35,6.4
343,Goderich,43.75,-81.72,26.11,78.0,100.0,1.68,CA,1596302389.0,,,
344,Plainview,40.78,-73.47,31.11,48.0,75.0,5.7,US,1596302389.0,4.49,5.33,5.47
345,China,25.7,-99.23,28.49,62.0,100.0,2.88,MX,1596302390.0,,,
346,Linares,-35.85,-71.6,12.53,67.0,100.0,7.18,CL,1596302390.0,,,
347,Roanoke,37.27,-79.94,30.0,74.0,75.0,4.1,US,1596302213.0,4.32,5.44,5.48
348,Paragould,36.06,-90.5,24.0,73.0,90.0,7.2,US,1596302390.0,5.58,6.05,6.14
349,Bermejillo,25.88,-103.62,28.33,54.0,75.0,2.1,MX,1596302390.0,,,
350,Council Bluffs,41.26,-95.86,26.67,54.0,75.0,3.1,US,1596302390.0,5.21,5.58,5.76
351,Aberdeen,57.14,-2.1,14.44,87.0,90.0,3.6,GB,1596302391.0,,,
352,Rathdrum,47.81,-116.89,26.67,44.0,1.0,2.6,US,1596302391.0,7.35,6.12,6.62
353,West Haven,41.27,-72.95,31.11,58.0,1.0,4.1,US,1596302252.0,4.39,5.28,5.44
354,Miami,25.77,-80.19,31.11,74.0,75.0,5.7,US,1596302363.0,4.76,5.87,5.77
355,Fort Frances,48.6,-93.4,23.33,88.0,90.0,5.7,CA,1596302329.0,5.06,5.06,5.38
356,Hillsboro,45.52,-122.99,17.78,77.0,40.0,0.74,US,1596302232.0,5.86,5.69,6.03
357,Blytheville,35.93,-89.92,22.0,83.0,90.0,4.1,US,1596302392.0,5.61,6.11,6.19
358,Chillicothe,39.33,-82.98,27.78,78.0,90.0,3.1,US,1596302392.0,4.63,5.49,5.59
359,Merritt Island,28.54,-80.67,33.0,66.0,20.0,4.6,US,1596302392.0,4.93,5.77,5.69
360,Normal,40.51,-88.99,23.0,78.0,90.0,5.1,US,1596302166.0,4.87,5.46,5.61
361,Disraeli,45.9,-71.35,27.78,48.0,6.0,1.79,CA,1596302392.0,,,
362,Mill Valley,37.91,-122.55,20.56,63.0,1.0,1.17,US,1596302393.0,7.17,6.87,7.09
363,Morgan City,29.7,-91.21,31.67,74.0,75.0,4.6,US,1596302393.0,4.43,5.56,5.51
364,Leesburg,39.12,-77.56,29.44,74.0,51.0,1.34,US,1596302360.0,4.44,5.44,5.52
365,Santa Isabel,-23.32,-46.22,24.0,53.0,40.0,2.6,BR,1596302393.0,,,
366,Dover,39.16,-75.52,29.0,58.0,40.0,2.1,US,1596302324.0,4.5,5.45,5.54
367,Alamosa,37.47,-105.87,22.0,35.0,1.0,1.5,US,1596302393.0,7.5,6.5,6.58
368,Long Branch,40.3,-73.99,30.0,45.0,1.0,3.1,US,1596302104.0,4.31,5.3,5.43
369,Steamboat Springs,40.48,-106.83,25.56,27.0,1.0,1.06,US,1596302394.0,6.73,6.01,6.11
370,Sandpoint,48.28,-116.55,27.22,47.0,1.0,0.36,US,1596302394.0,7.12,5.99,6.47
371,Amarillo,35.22,-101.83,31.11,42.0,1.0,3.1,US,1596302245.0,6.53,6.44,6.51
372,Hurricane,37.18,-113.29,35.56,16.0,1.0,2.35,US,1596302394.0,8.08,6.88,6.98
373,Lewistown,40.6,-77.57,30.0,48.0,20.0,2.1,US,1596302394.0,4.16,5.19,5.27
374,Salisbury,51.07,-1.8,21.0,60.0,88.0,6.7,GB,1596302394.0,,,
375,Mount Vernon,40.91,-73.84,32.22,40.0,75.0,2.1,US,1596302394.0,4.33,5.23,5.36
376,Tallahassee,30.44,-84.28,33.89,62.0,40.0,1.04,US,1596302185.0,4.98,5.6,5.54
377,Red Wing,44.56,-92.53,27.0,51.0,75.0,1.59,US,1596302395.0,5.0,5.24,5.48
378,Worland,44.02,-107.96,29.44,31.0,1.0,1.5,US,1596302395.0,7.43,6.41,6.78
379,Macamic,48.75,-79.0,25.0,50.0,75.0,2.6,CA,1596302395.0,,,
380,Meadville,41.64,-80.15,22.78,73.0,90.0,1.5,US,1596302201.0,4.23,5.16,5.26
381,Saint George,37.1,-113.58,36.67,16.0,1.0,0.73,US,1596302312.0,8.06,6.88,6.98
382,Sydney,-33.87,151.21,9.44,87.0,0.0,3.1,AU,1596302348.0,,,
383,Ruidoso,33.33,-105.67,26.11,33.0,1.0,4.1,US,1596302396.0,5.38,5.46,5.36
384,Sikeston,36.88,-89.59,22.0,88.0,90.0,5.7,US,1596302396.0,5.53,5.97,6.07
385,Odesa,46.48,30.73,25.0,36.0,78.0,6.0,UA,1596302302.0,,,
386,Gatesville,31.44,-97.74,32.22,40.0,1.0,3.6,US,1596302396.0,6.2,6.33,6.3
387,Adolfo López Mateos,28.47,-107.3,26.67,45.0,0.0,2.68,MX,1596302396.0,,,
388,Oakdale,44.96,-92.96,28.33,57.0,40.0,3.1,US,1596302396.0,5.04,5.27,5.52
389,Rancho Palos Verdes,33.74,-118.39,25.56,64.0,5.0,3.1,US,1596302397.0,6.31,6.72,6.81
390,Fort Payne,34.44,-85.72,30.0,69.0,75.0,6.2,US,1596302397.0,4.53,5.66,5.68
391,West Lafayette,40.43,-86.91,21.67,83.0,90.0,4.6,US,1596302229.0,4.6,5.39,5.53
392,Saint-Césaire,45.42,-73.0,28.89,51.0,11.0,0.45,CA,1596302397.0,,,
393,Sonoita,31.85,-112.83,35.56,39.0,56.0,1.34,MX,1596302397.0,,,
394,Waterford,42.7,-83.4,26.11,54.0,90.0,3.1,US,1596302363.0,4.44,5.24,5.4
395,Beatrice,40.27,-96.75,26.11,61.0,75.0,3.1,US,1596302397.0,5.66,5.83,6.0
396,North Myrtle Beach,33.82,-78.68,33.0,70.0,20.0,6.2,US,1596302398.0,4.54,5.62,5.63
397,Lincoln,40.8,-96.67,26.67,61.0,1.0,3.6,US,1596302398.0,5.5,5.75,5.94
398,Atlantic City,39.36,-74.42,30.56,58.0,20.0,3.1,US,1596302324.0,4.61,5.5,5.63
399,Grand Haven,43.06,-86.23,25.0,63.0,100.0,1.34,US,1596302398.0,4.98,5.44,5.67
400,Moscow,55.75,37.62,17.78,100.0,40.0,1.0,RU,1596301969.0,,,
401,Twentynine Palms,34.14,-116.05,37.78,11.0,1.0,1.5,US,1596302398.0,8.1,6.95,6.96
402,Waynesville,35.49,-82.99,27.22,72.0,48.0,0.45,US,1596302399.0,3.82,5.19,5.17
403,Saint Charles,38.78,-90.48,23.0,73.0,90.0,4.1,US,1596302399.0,5.24,5.68,5.79
404,Altar,30.7,-111.82,35.0,49.0,12.0,2.24,MX,1596302399.0,,,
405,Lebanon,36.21,-86.29,27.78,78.0,90.0,4.1,US,1596302196.0,4.75,5.67,5.72
406,Starkville,33.45,-88.82,28.0,65.0,40.0,5.7,US,1596302285.0,4.91,5.84,5.86
407,Middlebury (village),44.02,-73.17,28.33,42.0,1.0,2.19,US,1596302399.0,4.85,5.24,5.44
408,Sonoma,38.55,-122.9,22.22,62.0,0.0,0.92,US,1596302399.0,7.25,6.81,7.06
409,Lumberton,34.62,-79.01,32.78,66.0,1.0,2.1,US,1596302400.0,4.52,5.61,5.63
410,Casper,42.87,-106.31,25.56,41.0,1.0,2.1,US,1596302400.0,7.31,6.37,6.66
411,Eureka,40.8,-124.16,15.0,93.0,90.0,1.5,US,1596302110.0,4.19,5.23,5.34
412,Cloquet,46.72,-92.46,24.0,60.0,75.0,2.1,US,1596302400.0,5.03,5.19,5.48
413,,,,,,,,,,,,
414,Monterey,36.25,-121.25,30.0,35.0,0.0,1.79,US,1596302401.0,8.37,7.24,7.38
415,North Mankato,44.17,-94.03,26.11,57.0,1.0,1.5,US,1596302401.0,5.07,5.31,5.53
416,Hong Kong,22.29,114.16,27.78,83.0,100.0,3.58,HK,1596302206.0,,,
417,Kemptville,45.02,-75.64,30.0,55.0,36.0,0.89,CA,1596302401.0,,,
418,Bourbonnais,41.14,-87.88,22.22,73.0,90.0,1.45,US,1596302401.0,4.61,5.34,5.49
419,Caborca,30.58,-111.1,32.78,55.0,0.0,1.34,MX,1596302401.0,,,
420,Arteaga,18.47,-102.42,26.97,54.0,31.0,1.12,MX,1596302402.0,,,
421,Carlsbad,33.16,-117.35,25.56,83.0,20.0,4.1,US,1596302325.0,5.49,6.29,6.32
422,Loveland,40.4,-105.08,30.0,28.0,1.0,2.6,US,1596302402.0,5.92,5.75,5.88
423,Guaymas,27.93,-110.9,34.0,63.0,40.0,3.1,MX,1596302402.0,,,
424,Ojinaga,29.57,-104.42,33.0,36.0,1.0,3.1,MX,1596302402.0,6.57,6.66,6.58
425,Sheridan,44.83,-106.92,28.33,34.0,1.0,4.1,US,1596302402.0,6.78,5.98,6.31
426,Key West,24.56,-81.78,32.0,59.0,20.0,5.1,US,1596302175.0,5.34,6.05,5.91
427,Newton,42.34,-71.21,32.22,40.0,1.0,3.1,US,1596302403.0,4.49,5.26,5.44
428,Andrews,32.32,-102.55,31.0,35.0,1.0,1.45,US,1596302403.0,6.82,6.64,6.61
429,Toccoa,34.58,-83.33,31.0,55.0,40.0,3.6,US,1596302186.0,4.78,5.81,5.83
430,Monroe,43.15,-77.68,28.89,51.0,75.0,3.6,US,1596302403.0,4.84,5.27,5.43
431,Vancouver,49.25,-123.12,21.11,72.0,20.0,4.6,CA,1596302403.0,,,
432,Reading,51.46,-0.97,23.33,49.0,59.0,6.2,GB,1596302403.0,,,
433,Ures,29.43,-110.4,35.56,56.0,28.0,2.24,MX,1596302404.0,,,
434,Little Current,45.98,-81.92,26.67,57.0,1.0,2.1,CA,1596302404.0,,,
435,Mastic Beach,40.77,-72.85,30.56,62.0,75.0,3.6,US,1596302404.0,4.63,5.46,5.62
436,Taber,49.82,-112.15,21.0,73.0,75.0,4.1,CA,1596302404.0,,,
437,Barstow,34.9,-117.02,34.0,15.0,1.0,8.2,US,1596302132.0,9.01,7.31,7.34
438,Topeka,39.05,-95.68,27.78,57.0,1.0,3.6,US,1596302208.0,5.57,5.82,5.95
439,Baie-Saint-Paul,47.44,-70.5,23.37,74.0,4.0,2.15,CA,1596302405.0,,,
440,Grants,35.15,-107.85,28.0,26.0,1.0,4.6,US,1596302405.0,6.18,5.91,5.87
441,Merrill,45.18,-89.68,26.11,57.0,1.0,0.98,US,1596302405.0,4.83,5.23,5.47
442,Venice,27.1,-82.45,34.0,49.0,20.0,5.7,US,1596301622.0,4.97,5.89,5.82
443,Lamesa,32.74,-101.95,30.0,37.0,75.0,2.6,US,1596302405.0,7.0,6.71,6.69
444,Hilton Head,32.22,-80.75,33.89,70.0,40.0,3.6,US,1596302405.0,4.54,5.69,5.68
445,Sault Ste. Marie,46.52,-84.33,26.0,54.0,20.0,1.5,CA,1596302405.0,5.3,5.26,5.54
446,Clovis,36.83,-119.7,29.44,30.0,1.0,1.03,US,1596302142.0,8.23,7.21,7.38
447,Pueblo,38.25,-104.61,27.78,39.0,1.0,1.5,US,1596302164.0,7.3,6.58,6.75
448,Massena,44.93,-74.89,28.0,48.0,40.0,2.01,US,1596302406.0,5.18,5.27,5.5
449,Kenora,49.82,-94.43,20.56,72.0,75.0,4.6,CA,1596302406.0,,,
450,Cody,44.53,-109.06,27.22,39.0,1.0,3.1,US,1596302406.0,6.97,6.01,6.29
451,St. Pete Beach,27.73,-82.74,35.0,15.0,0.0,0.45,US,1596302406.0,4.88,5.84,5.77
452,Athens,37.98,23.72,33.89,46.0,40.0,3.1,GR,1596302280.0,,,
453,Conneaut,41.95,-80.55,25.0,88.0,90.0,3.6,US,1596302407.0,4.42,5.25,5.39
454,Tarboro,35.9,-77.54,32.0,66.0,75.0,2.6,US,1596302407.0,4.68,5.62,5.67
455,Abilene,32.45,-99.73,30.0,42.0,1.0,3.6,US,1596302407.0,6.74,6.42,6.39
456,Saint Thomas,13.18,-59.58,31.0,66.0,40.0,5.1,BB,1596302407.0,,,
457,Dunn,44.95,-91.88,26.67,50.0,1.0,3.6,US,1596302233.0,4.98,5.23,5.47
458,Menomonie,44.88,-91.92,26.67,50.0,1.0,3.6,US,1596302407.0,5.02,5.25,5.49
459,Belle Fourche,44.67,-103.85,23.33,54.0,4.0,1.79,US,1596302408.0,7.11,6.21,6.6
460,Graham,47.05,-122.29,17.78,87.0,90.0,1.19,US,1596302408.0,4.77,5.12,5.41
461,Emmett,43.87,-116.5,31.11,33.0,100.0,2.31,US,1596302408.0,8.76,6.88,7.3
462,Glenwood Springs,39.55,-107.32,26.11,27.0,40.0,0.64,US,1596302139.0,6.65,6.05,6.16
463,Conway,35.09,-92.44,28.0,58.0,40.0,2.6,US,1596302391.0,5.45,6.01,6.06
464,Marshfield,44.67,-90.17,25.0,57.0,75.0,2.1,US,1596302385.0,4.95,5.27,5.51
465,Thetford Mines,46.09,-71.3,27.78,48.0,4.0,1.79,CA,1596302408.0,,,
466,Green River,41.53,-109.47,27.0,21.0,1.0,4.6,US,1596302409.0,7.72,6.4,6.59
467,Wichita Falls,33.91,-98.49,30.0,48.0,1.0,2.6,US,1596302409.0,6.36,6.36,6.39
468,Chihuahua,28.5,-106.0,30.0,40.0,20.0,4.71,MX,1596302276.0,,,
469,Moultrie,31.18,-83.79,30.0,62.0,1.0,2.1,US,1596302409.0,4.48,5.65,5.63
470,Yakima,46.47,-120.67,27.22,34.0,1.0,2.6,US,1596302409.0,7.65,6.45,6.99
471,George Town,5.41,100.34,29.0,74.0,20.0,0.73,MY,1596302129.0,,,
472,Springboro,39.55,-84.23,27.78,74.0,90.0,4.1,US,1596302409.0,4.77,5.53,5.65
473,Saint Joseph,39.77,-94.85,27.0,54.0,1.0,4.1,US,1596302233.0,5.34,5.68,5.83
474,Alexandria,31.22,29.96,29.0,70.0,20.0,4.1,EG,1596302124.0,,,
475,Bedford,52.13,-0.47,23.89,49.0,20.0,7.7,GB,1596302410.0,,,
476,Le Mars,42.79,-96.17,24.0,73.0,90.0,3.1,US,1596302410.0,5.45,5.6,5.82
477,Brandon,27.94,-82.29,35.56,52.0,1.0,1.5,US,1596302410.0,4.23,5.45,5.37
478,Los Alamos,35.89,-106.31,25.0,33.0,1.0,2.1,US,1596302410.0,5.94,5.69,5.65
479,Safety Harbor,27.99,-82.69,35.0,52.0,1.0,2.6,US,1596302410.0,4.54,5.6,5.54
480,Puerto Peñasco,31.32,-113.53,34.0,46.0,40.0,9.3,MX,1596302407.0,,,
481,Chalmette,29.94,-89.96,33.89,62.0,20.0,5.7,US,1596302356.0,3.97,5.33,5.27
482,Minas de Barroterán,27.63,-101.28,29.03,51.0,98.0,2.46,MX,1596302411.0,,,
483,Nelson,-41.28,173.28,10.0,88.0,99.0,0.45,NZ,1596302411.0,,,
484,Constitución,-35.33,-72.42,12.95,84.0,100.0,9.35,CL,1596302411.0,,,
485,Rincon,32.3,-81.24,34.44,56.0,75.0,3.6,US,1596302145.0,4.33,5.56,5.53
486,Choix,26.71,-108.32,34.19,47.0,3.0,0.84,MX,1596302411.0,,,
487,Dillon,34.42,-79.37,33.33,70.0,75.0,3.1,US,1596302412.0,4.51,5.63,5.65
488,Fulton,33.77,-84.45,31.67,58.0,40.0,5.1,US,1596302412.0,4.38,5.61,5.61
489,Cardinal,44.78,-75.38,29.0,42.0,1.0,2.1,CA,1596302412.0,5.16,5.23,5.45
490,Fredericksburg,38.3,-77.46,30.0,74.0,90.0,2.1,US,1596302404.0,4.5,5.49,5.57
491,Woodward,36.43,-99.39,31.11,44.0,1.0,4.1,US,1596302412.0,6.35,6.25,6.35
492,Acton Vale,45.65,-72.57,28.89,51.0,25.0,0.45,CA,1596302304.0,,,
493,Milledgeville,33.08,-83.23,33.89,49.0,1.0,2.1,US,1596302413.0,4.49,5.66,5.66
494,Dothan,31.22,-85.39,32.22,55.0,20.0,4.1,US,1596302413.0,4.32,5.56,5.53
495,Long Beach,33.77,-118.19,26.11,64.0,1.0,4.1,US,1596302154.0,6.04,6.66,6.75
496,Somerset,40.57,-74.55,32.78,48.0,1.0,1.5,US,1596302413.0,4.2,5.17,5.27
497,Great Bend,38.36,-98.76,28.33,57.0,1.0,3.1,US,1596302413.0,6.33,6.2,6.36
498,Salinas,36.68,-121.66,19.0,72.0,40.0,2.1,US,1596302232.0,6.34,6.49,6.63
499,Buckeye,33.37,-112.58,37.0,39.0,1.0,3.6,US,1596302413.0,7.31,6.78,6.8
500,Olive Branch,34.96,-89.83,22.22,100.0,90.0,3.6,US,1596302405.0,5.35,6.01,6.07
501,Atascadero,35.49,-120.67,23.33,46.0,1.0,3.1,US,1596302414.0,8.55,7.29,7.38
502,Mattawa,46.74,-119.9,26.67,26.0,1.0,2.6,US,1596302414.0,7.92,6.48,7.03
503,Ripon,54.14,-1.52,18.0,63.0,74.0,4.1,GB,1596302414.0,,,
504,Minot,48.23,-101.3,24.0,47.0,1.0,4.6,US,1596302174.0,6.04,5.56,6.0
505,Lander,42.83,-108.73,27.22,27.0,1.0,4.1,US,1596302415.0,6.91,6.1,6.32
506,Magrath,49.42,-112.87,21.0,73.0,75.0,4.1,CA,1596302415.0,,,
507,Gallup,35.53,-108.74,27.0,26.0,1.0,5.1,US,1596302215.0,6.76,6.23,6.24
508,Nassau,40.75,-73.58,30.0,48.0,75.0,5.7,US,1596302415.0,4.42,5.3,5.43
509,Wahpeton,46.27,-96.61,23.0,64.0,40.0,5.1,US,1596302415.0,5.78,5.53,5.87
510,Snyder,32.72,-100.92,29.0,42.0,75.0,2.1,US,1596302415.0,6.56,6.5,6.49
511,Jackson,42.42,-122.83,25.56,43.0,1.0,2.6,US,1596302304.0,8.35,6.84,7.21
512,Casa Grande,32.88,-111.76,38.33,41.0,1.0,3.1,US,1596302416.0,7.18,6.68,6.68
513,Bowling Green,36.99,-86.44,27.0,74.0,90.0,6.7,US,1596302396.0,4.92,5.74,5.81
514,Salina,38.84,-97.61,27.22,51.0,1.0,2.6,US,1596302416.0,5.94,6.03,6.17
515,Saint-Marc-des-Carrieres,46.68,-72.05,25.56,59.0,20.0,1.5,CA,1596302416.0,,,
516,East Liverpool,40.62,-80.58,23.89,94.0,90.0,3.2,US,1596302416.0,4.18,5.23,5.32
517,Timmins,48.47,-81.33,26.0,54.0,75.0,3.6,CA,1596301753.0,,,
518,Fairmount,43.05,-76.24,29.0,45.0,75.0,2.1,US,1596302417.0,4.73,5.24,5.4
519,Prescott,34.54,-112.47,33.33,35.0,1.0,6.2,US,1596302417.0,6.44,5.96,5.91
520,Deloraine,-41.53,146.67,11.11,93.0,40.0,7.2,AU,1596302417.0,,,
521,Mt. Pleasant,32.79,-79.86,36.11,44.0,1.0,4.1,US,1596302417.0,4.6,5.68,5.69
522,Sierra Vista,31.55,-110.3,31.67,28.0,1.0,1.34,US,1596302240.0,5.8,5.91,5.84
523,Northfield,44.46,-93.16,27.0,54.0,40.0,1.5,US,1596302418.0,5.15,5.33,5.58
524,Medicine Hat,50.05,-110.67,29.44,47.0,90.0,2.1,CA,1596302308.0,,,
525,Rapid City,44.08,-103.23,25.0,57.0,40.0,3.6,US,1596302315.0,6.77,6.07,6.42
526,Valle Hermoso,25.67,-97.83,33.0,75.0,75.0,3.1,MX,1596302418.0,,,
527,Valley City,46.92,-98.0,23.0,60.0,20.0,7.7,US,1596302418.0,5.89,5.54,5.92
528,Kelowna,49.88,-119.49,28.33,41.0,1.0,1.0,CA,1596302270.0,,,
529,Cumpas,29.98,-109.78,30.92,57.0,3.0,1.16,MX,1596302418.0,,,
530,Valley Station,38.11,-85.87,26.0,74.0,90.0,8.2,US,1596302418.0,4.95,5.68,5.78
531,La Joya,18.67,-99.47,27.78,69.0,90.0,0.47,MX,1596302419.0,,,
532,Andros Town,24.7,-77.77,25.0,100.0,90.0,15.4,BS,1596302419.0,,,
533,Cicero,41.85,-87.75,26.67,54.0,75.0,2.6,US,1596302419.0,4.43,5.23,5.38
534,Estevan,49.13,-102.98,24.0,41.0,1.0,2.6,CA,1596302419.0,,,
