,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date,Ave DNI,Ave GHI,Ave Lat Tilt
267,Nacogdoches,31.6,-94.63,28.33,78.0,1.0,3.6,US,1596171314.0,4.43,4.43,4.43
268,Nantucket,41.28,-70.1,23.33,94.0,90.0,4.1,US,1596171068.0,3.55,3.55,3.55
269,Crossville,35.95,-85.03,24.0,83.0,75.0,2.1,US,1596171315.0,4.02,4.02,4.02
270,Timmins,48.47,-81.33,15.0,100.0,40.0,2.1,CA,1596171250.0,,,
271,Susanville,40.42,-120.65,24.0,32.0,1.0,4.6,US,1596171315.0,6.64,6.64,6.64
272,Wichita Falls,33.91,-98.49,24.0,83.0,1.0,4.1,US,1596171315.0,5.46,5.46,5.46
273,Maryville,35.76,-83.97,26.0,78.0,75.0,6.2,US,1596171315.0,4.17,4.17,4.17
274,Washington,47.5,-120.5,34.0,21.0,1.0,4.1,US,1596171110.0,4.78,4.78,4.78
275,Le Mars,42.79,-96.17,18.33,93.0,1.0,2.38,US,1596171061.0,4.41,4.41,4.41
276,Greenwood,34.17,-82.12,25.0,100.0,1.0,4.1,US,1596171316.0,4.69,4.69,4.69
277,Banes,20.96,-75.72,25.0,94.0,75.0,4.6,CU,1596171316.0,,,
278,Peoria,40.77,-89.77,22.0,68.0,75.0,5.7,US,1596171142.0,4.0,4.0,4.0
279,Clearlake,38.96,-122.63,21.11,50.0,0.0,2.03,US,1596171316.0,6.03,6.03,6.03
280,San Miguel de Cozumel,20.51,-86.95,28.89,81.0,45.0,2.68,MX,1596171316.0,,,
281,Dickson,36.08,-87.39,23.89,100.0,75.0,2.6,US,1596171316.0,4.17,4.17,4.17
282,Wawa,9.9,4.42,21.82,94.0,100.0,3.12,NG,1596171317.0,,,
283,Campbell River,50.02,-125.24,22.0,60.0,5.0,1.5,CA,1596171317.0,,,
284,Cedar City,37.68,-113.06,27.0,11.0,1.0,3.6,US,1596171056.0,7.21,7.21,7.21
285,Monclova,26.9,-101.42,27.64,64.0,100.0,3.13,MX,1596171030.0,,,
286,Atchison,39.56,-95.12,22.0,94.0,90.0,2.1,US,1596171317.0,4.61,4.61,4.61
287,Black Forest,39.01,-104.7,15.0,86.0,23.0,3.1,US,1596171317.0,6.34,6.34,6.34
288,Henderson,36.04,-114.98,39.0,8.0,1.0,3.6,US,1596171317.0,7.56,7.56,7.56
289,Alice,27.75,-98.07,28.0,88.0,1.0,4.1,US,1596171318.0,4.51,4.51,4.51
290,San Angelo,31.46,-100.44,29.0,51.0,1.0,2.6,US,1596171283.0,5.69,5.69,5.69
291,Newport,51.59,-3.0,18.33,80.0,0.0,3.55,GB,1596171318.0,,,
292,El Carrizo,24.03,-106.88,26.12,78.0,100.0,0.82,MX,1596171318.0,,,
293,Socorro,31.65,-106.3,34.44,18.0,20.0,3.6,US,1596171318.0,7.35,7.35,7.35
294,Dickinson,29.46,-95.05,28.0,88.0,20.0,3.1,US,1596171113.0,4.24,4.24,4.24
295,Superior,46.72,-92.1,21.0,93.0,1.0,0.67,US,1596171318.0,3.95,3.95,3.95
296,Tucumcari,35.17,-103.72,27.0,44.0,1.0,7.7,US,1596170721.0,6.96,6.96,6.96
297,Altamont,42.21,-121.74,23.0,53.0,1.0,5.1,US,1596171319.0,6.29,6.29,6.29
298,Celestún,20.87,-90.4,27.57,80.0,26.0,6.33,MX,1596171319.0,,,
299,Key Largo,25.09,-80.45,29.44,76.0,6.0,4.92,US,1596170747.0,5.4,5.4,5.4
300,Panama City,8.99,-79.52,27.0,88.0,100.0,1.0,PA,1596171150.0,,,
301,Sand Springs,36.14,-96.11,28.0,78.0,40.0,3.6,US,1596171319.0,4.89,4.89,4.89
302,Toccoa,34.58,-83.33,25.0,88.0,40.0,2.48,US,1596170746.0,4.66,4.66,4.66
303,Syracuse,37.09,15.28,25.56,68.0,0.0,2.1,IT,1596171319.0,,,
304,Lawrence,38.97,-95.24,22.0,94.0,40.0,2.6,US,1596171291.0,4.62,4.62,4.62
305,Clearwater,27.97,-82.8,29.44,78.0,1.0,3.26,US,1596171063.0,5.19,5.19,5.19
306,Kiryas Joel,41.34,-74.17,23.0,88.0,75.0,4.1,US,1596171320.0,3.86,3.86,3.86
307,Venice,27.1,-82.45,28.89,83.0,1.0,2.6,US,1596171320.0,5.53,5.53,5.53
308,Medicine Hat,50.05,-110.67,23.0,56.0,1.0,4.08,CA,1596171320.0,,,
309,Conroe,30.31,-95.46,28.0,78.0,1.0,2.1,US,1596171295.0,4.19,4.19,4.19
310,Bogalusa,30.79,-89.85,25.0,88.0,40.0,1.78,US,1596171320.0,4.41,4.41,4.41
311,Erie,42.77,-78.67,21.0,73.0,40.0,1.5,US,1596171124.0,3.63,3.63,3.63
312,Taos,36.41,-105.57,21.0,52.0,1.0,11.3,US,1596171321.0,7.36,7.36,7.36
313,La Reforma,25.08,-108.05,27.78,88.0,99.0,0.45,MX,1596171321.0,,,
314,Fergus Falls,46.28,-96.08,21.0,77.0,40.0,0.77,US,1596171074.0,4.14,4.14,4.14
315,Plattsburgh,44.7,-73.45,17.0,93.0,1.0,2.76,US,1596171321.0,4.01,4.01,4.01
316,Xenia,39.68,-83.93,20.0,94.0,90.0,1.5,US,1596171321.0,3.83,3.83,3.83
317,Rochester,43.15,-77.62,18.33,88.0,40.0,1.74,US,1596171130.0,3.82,3.82,3.82
318,Saratoga Springs,43.08,-73.78,19.44,77.0,37.0,1.17,US,1596171186.0,3.82,3.82,3.82
319,Daphne,30.6,-87.9,30.0,83.0,1.0,4.41,US,1596171322.0,4.59,4.59,4.59
320,Deseronto,44.2,-77.05,18.89,97.0,0.0,2.57,CA,1596171322.0,,,
321,Etchoropo,26.77,-109.67,28.89,72.0,60.0,3.13,MX,1596171322.0,,,
322,Muscle Shoals,34.74,-87.67,26.67,85.0,1.0,4.77,US,1596171322.0,4.25,4.25,4.25
323,Cloquet,46.72,-92.46,16.0,82.0,1.0,0.87,US,1596171192.0,4.05,4.05,4.05
324,Mastic Beach,40.77,-72.85,26.11,88.0,1.0,1.5,US,1596171323.0,3.92,3.92,3.92
325,Carson City,39.16,-119.77,27.0,29.0,1.0,2.1,US,1596170748.0,7.21,7.21,7.21
326,Ocampo,21.65,-101.5,14.7,91.0,88.0,2.28,MX,1596171323.0,,,
327,Nelson,-41.28,173.28,13.89,79.0,100.0,0.45,NZ,1596171323.0,,,
328,Kankakee,41.15,-87.87,20.0,82.0,1.0,3.6,US,1596170735.0,3.77,3.77,3.77
329,Marathon,44.9,-89.77,20.0,64.0,1.0,2.1,US,1596171323.0,3.85,3.85,3.85
330,Battle Creek,42.32,-85.18,20.0,77.0,1.0,1.5,US,1596171324.0,3.64,3.64,3.64
331,Yakima,46.47,-120.67,34.0,37.0,1.0,3.1,US,1596171324.0,5.15,5.15,5.15
332,Shaunavon,49.65,-108.42,22.51,58.0,73.0,3.82,CA,1596171324.0,,,
333,Algodones,20.39,-105.48,26.67,94.0,90.0,1.0,MX,1596171324.0,,,
334,Merrill,45.18,-89.68,20.0,87.0,1.0,2.37,US,1596171324.0,3.84,3.84,3.84
335,Kyle,30.0,-97.87,28.33,74.0,1.0,4.6,US,1596171324.0,4.64,4.64,4.64
336,Sumter,28.71,-82.08,27.22,91.0,9.0,0.67,US,1596171324.0,4.78,4.78,4.78
337,North Branch,45.51,-92.98,16.67,87.0,1.0,1.12,US,1596170746.0,3.99,3.99,3.99
338,Lander,42.83,-108.73,24.0,27.0,1.0,5.1,US,1596171325.0,5.73,5.73,5.73
339,Nuevo Casas Grandes,30.42,-107.92,23.33,48.0,24.0,1.34,MX,1596171325.0,,,
340,Harrisonburg,38.45,-78.87,21.67,100.0,90.0,1.0,US,1596171325.0,4.22,4.22,4.22
341,Eau Claire,44.81,-91.5,18.33,77.0,1.0,1.5,US,1596171223.0,3.95,3.95,3.95
342,Decatur,39.84,-88.95,21.67,94.0,75.0,3.1,US,1596171125.0,4.12,4.12,4.12
343,Uvalde,29.37,-99.77,29.44,70.0,1.0,4.1,US,1596171147.0,4.98,4.98,4.98
344,Hailey,43.52,-114.32,21.0,46.0,5.0,3.6,US,1596171326.0,5.95,5.95,5.95
345,Starkville,33.45,-88.82,26.67,100.0,1.0,3.77,US,1596171326.0,4.4,4.4,4.4
346,Chino Valley,34.76,-112.45,29.44,17.0,1.0,3.1,US,1596171326.0,7.75,7.75,7.75
347,Nazas,25.23,-104.13,22.9,64.0,31.0,1.78,MX,1596171326.0,,,
348,Saint Louis Park,44.95,-93.35,22.0,72.0,1.0,2.15,US,1596171326.0,4.18,4.18,4.18
349,Creston,41.06,-94.36,22.0,73.0,75.0,4.6,US,1596171326.0,4.38,4.38,4.38
350,Normal,40.51,-88.99,21.0,88.0,90.0,6.7,US,1596171326.0,4.02,4.02,4.02
351,Attleboro,41.94,-71.29,23.33,78.0,1.0,2.1,US,1596171327.0,3.8,3.8,3.8
352,Endicott,42.1,-76.05,18.89,82.0,40.0,2.6,US,1596171327.0,3.67,3.67,3.67
353,Helena,46.59,-112.04,27.0,26.0,1.0,3.1,US,1596171220.0,5.04,5.04,5.04
354,Dunn,44.95,-91.88,17.0,77.0,1.0,2.08,US,1596171327.0,3.9,3.9,3.9
355,Dubuque,42.48,-90.87,21.0,83.0,20.0,3.1,US,1596170703.0,3.96,3.96,3.96
356,Enid,36.4,-97.88,23.0,100.0,90.0,7.2,US,1596171327.0,5.23,5.23,5.23
357,Magnolia,33.27,-93.24,30.0,94.0,0.0,2.24,US,1596170738.0,4.42,4.42,4.42
358,Lynchburg,37.41,-79.14,24.0,94.0,90.0,1.5,US,1596171264.0,4.38,4.38,4.38
359,Berea,41.37,-81.85,23.33,64.0,90.0,3.6,US,1596171177.0,3.51,3.51,3.51
360,Devils Lake,48.11,-98.87,23.0,73.0,1.0,4.6,US,1596171166.0,3.98,3.98,3.98
361,Painesville,41.72,-81.25,23.89,60.0,1.0,3.6,US,1596171328.0,3.22,3.22,3.22
362,Sunrise Manor,36.21,-115.07,40.0,8.0,1.0,2.6,US,1596171239.0,7.36,7.36,7.36
363,Fremont,37.55,-121.99,16.67,77.0,1.0,5.1,US,1596171302.0,5.62,5.62,5.62
364,Two Rivers,44.15,-87.57,17.78,93.0,1.0,4.48,US,1596171328.0,3.84,3.84,3.84
365,North Myrtle Beach,33.82,-78.68,28.0,88.0,1.0,5.7,US,1596171115.0,4.75,4.75,4.75
366,Wiarton,44.74,-81.13,15.56,100.0,20.0,1.5,CA,1596170740.0,,,
367,Virden,39.5,-89.77,21.67,93.0,83.0,0.89,US,1596171329.0,4.23,4.23,4.23
368,Mazatlán,23.22,-106.42,29.44,78.0,90.0,1.5,MX,1596171329.0,,,
369,Puerto Peñasco,31.32,-113.53,30.0,84.0,0.0,1.95,MX,1596171329.0,,,
370,Millbrook,32.48,-86.36,26.11,78.0,1.0,2.29,US,1596171329.0,4.5,4.5,4.5
371,El Campo,29.2,-96.27,26.67,88.0,1.0,2.1,US,1596171329.0,4.28,4.28,4.28
372,High Rock,26.62,-78.28,28.54,79.0,40.0,7.82,BS,1596171329.0,,,
373,Lincoln Village,39.95,-83.13,21.11,94.0,90.0,2.1,US,1596171330.0,3.73,3.73,3.73
374,Lake Cowichan,48.83,-124.05,25.0,53.0,20.0,1.0,CA,1596171330.0,,,
375,Northport,33.23,-87.58,26.11,88.0,1.0,2.1,US,1596171176.0,4.39,4.39,4.39
376,Nacozari,25.34,-108.26,26.67,91.0,99.0,0.45,MX,1596171330.0,,,
377,Jackson,42.42,-122.83,32.0,19.0,1.0,3.6,US,1596171330.0,5.33,5.33,5.33
378,Pittsburg,38.03,-121.88,21.11,56.0,1.0,2.1,US,1596170750.0,5.49,5.49,5.49
379,Pinawa,50.15,-95.88,17.51,78.0,0.0,1.62,CA,1596171330.0,,,
380,Muskegon,43.3,-86.13,22.0,56.0,1.0,3.1,US,1596171313.0,3.71,3.71,3.71
381,Traverse City,44.76,-85.62,19.0,82.0,1.0,2.1,US,1596171331.0,3.76,3.76,3.76
382,Muna,20.48,-89.72,28.33,83.0,40.0,5.7,MX,1596171331.0,,,
383,Casper,42.87,-106.31,20.0,42.0,1.0,3.1,US,1596171229.0,5.7,5.7,5.7
384,Chickasha,35.05,-97.94,24.44,88.0,1.0,4.1,US,1596171331.0,5.28,5.28,5.28
385,Muskogee,35.58,-95.33,24.44,88.0,1.0,2.6,US,1596171331.0,4.75,4.75,4.75
386,Groton,41.35,-72.08,24.44,88.0,1.0,1.47,US,1596171331.0,3.83,3.83,3.83
387,Jiménez,28.33,-105.4,28.81,33.0,18.0,2.85,MX,1596171332.0,,,
388,Nuevo Progreso,23.17,-97.95,25.56,66.0,59.0,1.32,MX,1596171332.0,,,
389,San Felipe,10.34,-68.74,23.41,82.0,98.0,2.16,VE,1596171332.0,,,
390,Carthage,36.86,10.33,23.0,64.0,0.0,1.55,TN,1596171332.0,,,
391,Cape Canaveral,28.41,-80.6,28.0,83.0,1.0,4.03,US,1596171264.0,5.1,5.1,5.1
392,Billings Metropolitan Area,45.78,-108.5,27.0,28.0,40.0,4.1,US,1596171136.0,5.08,5.08,5.08
393,Marion,39.77,-86.16,21.0,88.0,75.0,3.1,US,1596171152.0,3.88,3.88,3.88
394,Guadalupe Victoria,32.29,-115.11,39.0,24.0,1.0,3.6,MX,1596171333.0,,,
395,Polson,47.69,-114.16,20.56,55.0,21.0,1.58,US,1596171333.0,4.37,4.37,4.37
396,Rockport,28.02,-97.05,29.0,74.0,40.0,5.1,US,1596171333.0,4.57,4.57,4.57
397,Colonial Heights,37.27,-77.41,26.0,83.0,90.0,4.1,US,1596171333.0,4.42,4.42,4.42
398,Beaupré,47.04,-70.9,18.89,92.0,98.0,3.24,CA,1596171333.0,,,
399,Camden,39.78,-74.97,22.78,94.0,100.0,1.89,US,1596171333.0,4.08,4.08,4.08
400,Jesup,31.61,-81.89,24.0,88.0,1.0,2.48,US,1596171333.0,4.64,4.64,4.64
401,Kerman,30.28,57.08,25.0,22.0,0.0,2.1,IR,1596171334.0,,,
402,Castaños,26.78,-101.42,25.56,77.0,100.0,1.79,MX,1596170745.0,,,
403,Lexington Park,38.27,-76.45,25.0,100.0,90.0,4.6,US,1596171100.0,4.31,4.31,4.31
404,Kearney,40.7,-99.08,19.0,88.0,1.0,3.1,US,1596171334.0,5.06,5.06,5.06
405,Chillicothe,39.33,-82.98,22.78,100.0,90.0,2.1,US,1596170676.0,3.78,3.78,3.78
406,Moa,20.66,-74.94,26.72,77.0,89.0,9.35,CU,1596171334.0,,,
407,Silver City,32.77,-108.28,25.0,31.0,1.0,4.1,US,1596171054.0,7.81,7.81,7.81
408,Metairie,29.98,-90.15,28.33,83.0,20.0,3.1,US,1596171101.0,4.32,4.32,4.32
409,Guymon,36.68,-101.48,19.0,82.0,1.0,4.1,US,1596171335.0,6.21,6.21,6.21
410,Pleasanton,37.66,-121.87,21.0,52.0,1.0,5.1,US,1596171331.0,5.66,5.66,5.66
411,Brownwood,31.71,-98.99,30.0,48.0,20.0,6.2,US,1596171051.0,5.48,5.48,5.48
412,Seminole,28.71,-81.21,26.67,88.0,40.0,2.1,US,1596171335.0,4.76,4.76,4.76
413,Matanzas,23.04,-81.58,28.0,88.0,40.0,4.6,CU,1596171335.0,,,
414,Walkerton,41.47,-86.48,21.11,73.0,40.0,3.1,US,1596171336.0,3.6,3.6,3.6
415,Beaverton,45.49,-122.8,29.0,39.0,1.0,4.1,US,1596171336.0,3.54,3.54,3.54
416,Montrose,38.42,-108.27,26.0,29.0,1.0,3.6,US,1596171336.0,6.17,6.17,6.17
417,Topolobampo,25.6,-109.05,27.78,86.0,66.0,1.79,MX,1596171336.0,,,
418,Marshfield,44.67,-90.17,19.0,63.0,1.0,2.6,US,1596171051.0,3.87,3.87,3.87
419,Ferme-Neuve,46.7,-75.45,13.97,94.0,30.0,1.24,CA,1596171337.0,,,
420,Belen,36.49,36.22,27.0,54.0,3.0,5.1,TR,1596171337.0,,,
421,Liberal,37.04,-100.92,17.0,93.0,1.0,2.1,US,1596171337.0,6.07,6.07,6.07
422,Seattle,47.61,-122.33,27.0,36.0,1.0,1.5,US,1596171283.0,3.5,3.5,3.5
423,Ardmore,34.17,-97.14,22.22,100.0,1.0,2.1,US,1596171338.0,5.08,5.08,5.08
424,Moundsville,39.92,-80.74,20.56,93.0,20.0,2.1,US,1596171338.0,3.49,3.49,3.49
425,Naco,31.33,-109.95,29.44,23.0,21.0,4.47,MX,1596171338.0,7.74,7.74,7.74
426,Natchitoches,31.77,-93.13,27.0,83.0,1.0,3.1,US,1596171338.0,4.42,4.42,4.42
427,Casas Grandes,30.37,-107.95,23.33,48.0,27.0,1.34,MX,1596171339.0,,,
428,Porterville,36.07,-119.02,31.0,43.0,1.0,1.76,US,1596171197.0,5.99,5.99,5.99
429,Glens Falls,43.31,-73.64,17.78,93.0,1.0,0.69,US,1596171339.0,3.78,3.78,3.78
430,Padilla,3.22,-76.31,21.0,83.0,75.0,1.5,CO,1596171339.0,,,
431,Guangzhou,23.12,113.25,33.89,35.0,48.0,6.3,CN,1596171063.0,,,
432,Clayton,33.53,-84.37,26.0,78.0,20.0,3.6,US,1596171340.0,4.47,4.47,4.47
433,Cleburne,32.35,-97.39,32.0,58.0,20.0,4.1,US,1596171340.0,5.15,5.15,5.15
434,Mitchell,43.71,-98.03,21.0,73.0,1.0,2.25,US,1596171157.0,4.61,4.61,4.61
435,Boissevain,49.23,-100.06,20.56,100.0,1.0,2.6,CA,1596171340.0,,,
436,St. Marys,30.73,-81.55,25.56,100.0,1.0,4.1,US,1596171103.0,4.67,4.67,4.67
437,San Luis,-33.3,-66.34,7.33,54.0,25.0,1.42,AR,1596171200.0,,,
438,Pascagoula,30.37,-88.56,29.0,83.0,1.0,1.5,US,1596171246.0,4.59,4.59,4.59
439,Newberry,34.27,-81.62,24.44,100.0,1.0,3.6,US,1596171341.0,4.68,4.68,4.68
440,Anderson,34.53,-82.65,25.0,94.0,1.0,1.5,US,1596171244.0,4.74,4.74,4.74
441,Euclid,41.59,-81.53,24.0,82.0,1.0,3.88,US,1596171341.0,3.2,3.2,3.2
442,Arandas,20.7,-102.35,13.92,93.0,100.0,0.57,MX,1596171341.0,,,
443,Rexburg,43.83,-111.79,26.0,31.0,1.0,2.97,US,1596171341.0,5.34,5.34,5.34
444,,,,,,,,,,,,
445,Port Hueneme,34.15,-119.2,17.78,93.0,20.0,4.6,US,1596171042.0,5.25,5.25,5.25
446,Ormond Beach,29.29,-81.06,25.0,100.0,40.0,1.5,US,1596171244.0,4.9,4.9,4.9
447,El Fuerte,26.42,-108.62,28.9,71.0,88.0,2.23,MX,1596171342.0,,,
448,Ciudad Juárez,31.73,-106.48,34.44,18.0,20.0,3.6,MX,1596171079.0,7.36,7.36,7.36
449,Hong Kong,22.29,114.16,27.78,83.0,99.0,5.81,HK,1596171151.0,,,
450,Moorpark,34.29,-118.88,22.22,78.0,0.0,0.93,US,1596171140.0,6.39,6.39,6.39
451,Santa Catarina de Tepehuanes,25.35,-105.73,19.08,73.0,75.0,0.91,MX,1596171343.0,,,
452,Boulder,40.08,-105.35,18.0,77.0,1.0,1.51,US,1596171181.0,5.63,5.63,5.63
453,Gonzales,30.24,-90.92,26.67,88.0,96.0,2.1,US,1596171343.0,4.38,4.38,4.38
454,Fond du Lac,43.77,-88.44,21.0,82.0,1.0,2.01,US,1596171343.0,3.73,3.73,3.73
455,Healdsburg,38.61,-122.87,16.11,87.0,1.0,3.1,US,1596171344.0,5.56,5.56,5.56
456,Bauta,22.98,-82.55,27.0,100.0,20.0,4.1,CU,1596171344.0,,,
457,Jerome,42.72,-114.52,28.0,28.0,1.0,6.7,US,1596171344.0,6.27,6.27,6.27
458,Florence,43.77,11.25,24.44,83.0,0.0,1.5,IT,1596171344.0,,,
459,Merritt,50.11,-120.79,31.0,27.0,1.0,1.0,CA,1596171345.0,,,
460,Otradnoye,59.78,30.82,15.0,87.0,75.0,3.0,RU,1596171345.0,,,
461,Front Royal,38.92,-78.19,22.22,100.0,1.0,1.89,US,1596171229.0,4.02,4.02,4.02
462,Boston,42.36,-71.06,25.56,64.0,93.0,1.34,US,1596171241.0,3.79,3.79,3.79
463,Cimarron Hills,38.86,-104.7,19.0,59.0,75.0,5.1,US,1596171240.0,6.42,6.42,6.42
464,Summerville,33.02,-80.18,27.22,100.0,20.0,3.31,US,1596171346.0,4.6,4.6,4.6
465,Wheatley,51.75,-1.14,20.0,56.0,0.0,5.7,GB,1596171346.0,,,
466,Uman',48.75,30.22,19.5,73.0,10.0,3.59,UA,1596171346.0,,,
467,Golden Gate,26.19,-81.7,28.0,88.0,1.0,3.6,US,1596171346.0,4.91,4.91,4.91
468,Glen Allen,37.67,-77.51,23.33,94.0,90.0,2.78,US,1596171346.0,4.37,4.37,4.37
469,,,,,,,,,,,,
470,Fort Smith,35.39,-94.4,23.0,88.0,40.0,2.1,US,1596171346.0,4.63,4.63,4.63
471,La Paz,-16.5,-68.15,2.0,51.0,46.0,3.1,BO,1596171347.0,,,
472,Yankton,42.87,-97.4,20.0,88.0,1.0,2.1,US,1596171347.0,4.52,4.52,4.52
473,Bagotville,-28.98,153.42,19.0,77.0,63.0,6.7,AU,1596171347.0,,,
474,Uniontown,39.9,-79.72,20.56,70.0,100.0,1.03,US,1596171347.0,3.42,3.42,3.42
475,Saint-Marc-des-Carrieres,46.68,-72.05,19.0,93.0,75.0,0.53,CA,1596171348.0,,,
476,College Station,30.63,-96.33,28.0,74.0,1.0,4.6,US,1596171322.0,4.5,4.5,4.5
477,Portsmouth,50.8,-1.09,20.0,75.0,0.0,5.91,GB,1596171348.0,,,
478,Camalú,30.85,-116.07,18.33,59.0,0.0,0.45,MX,1596171348.0,,,
479,Novato,38.11,-122.57,15.0,87.0,1.0,3.6,US,1596171348.0,5.41,5.41,5.41
480,Rawlins,41.79,-107.24,21.0,30.0,1.0,4.6,US,1596171348.0,5.77,5.77,5.77
481,Ithaca,42.44,-76.5,17.78,100.0,1.0,0.9,US,1596171298.0,3.61,3.61,3.61
482,Tamiahua,21.27,-97.45,26.47,89.0,39.0,1.97,MX,1596171349.0,,,
483,Bon Air,37.52,-77.56,24.0,94.0,90.0,2.6,US,1596171349.0,4.38,4.38,4.38
484,Mapimí,25.82,-103.85,23.89,65.0,27.0,3.74,MX,1596171349.0,,,
485,Fort Myers Beach,26.45,-81.95,27.78,83.0,1.0,2.6,US,1596171349.0,5.5,5.5,5.5
486,Artesia,33.87,-118.08,24.0,64.0,1.0,5.1,US,1596170555.0,5.45,5.45,5.45
487,La Constancia,24.22,-107.19,28.0,78.0,90.0,1.5,MX,1596171350.0,,,
488,Waterloo,43.47,-80.52,17.78,88.0,1.0,2.6,CA,1596171198.0,,,
489,Atotonilco el Grande,20.28,-98.67,14.83,93.0,100.0,1.58,MX,1596171350.0,,,
490,Kelso,46.15,-122.91,23.0,53.0,1.0,2.1,US,1596171350.0,3.17,3.17,3.17
491,Grand Island,40.92,-98.34,20.0,88.0,1.0,2.6,US,1596171105.0,4.97,4.97,4.97
492,Colonial Park,40.3,-76.81,23.89,78.0,90.0,4.6,US,1596171350.0,3.83,3.83,3.83
493,San Buenaventura,27.08,-101.53,29.08,60.0,99.0,1.22,MX,1596171351.0,,,
494,Twin Falls,42.56,-114.46,28.0,41.0,1.0,3.6,US,1596171243.0,6.22,6.22,6.22
495,Nautla,20.22,-96.78,27.17,82.0,4.0,3.85,MX,1596171351.0,,,
496,Arrondissement du Havre,49.58,0.33,23.0,35.0,0.0,5.1,FR,1596171260.0,,,
497,Farmington,36.73,-108.22,28.0,11.0,1.0,5.1,US,1596171351.0,7.53,7.53,7.53
498,Truckee,39.33,-120.18,18.89,39.0,1.0,1.5,US,1596171351.0,7.01,7.01,7.01
499,Logan,41.74,-111.83,24.44,100.0,0.0,1.79,US,1596171267.0,5.78,5.78,5.78
500,Mina,26.0,-100.53,26.0,78.0,40.0,5.7,MX,1596171351.0,,,
501,Cheyenne,41.14,-104.82,16.0,67.0,1.0,3.1,US,1596171239.0,5.69,5.69,5.69
502,Missoula,47.02,-113.8,27.0,30.0,1.0,1.5,US,1596171352.0,4.71,4.71,4.71
503,La Santisima Trinidad,-14.83,-64.9,16.42,44.0,0.0,1.74,BO,1596171352.0,,,
504,Coffeyville,37.04,-95.62,24.0,83.0,90.0,3.6,US,1596171227.0,4.81,4.81,4.81
505,Hollins,37.34,-79.94,23.33,93.0,100.0,0.84,US,1596171352.0,4.15,4.15,4.15
506,Beatrice,40.27,-96.75,19.44,88.0,1.0,2.1,US,1596171353.0,4.78,4.78,4.78
507,Talladega,33.44,-86.11,26.0,94.0,1.0,2.32,US,1596171353.0,4.33,4.33,4.33
508,Centralia,46.72,-122.95,24.0,44.0,1.0,2.1,US,1596171158.0,3.11,3.11,3.11
509,Cap-Haïtien,19.76,-72.2,26.87,78.0,100.0,4.48,HT,1596171353.0,,,
510,Warrensburg,38.76,-93.74,22.22,96.0,99.0,4.73,US,1596171067.0,4.49,4.49,4.49
511,Lufkin,31.34,-94.73,28.0,78.0,1.0,3.1,US,1596171354.0,4.43,4.43,4.43
512,Bácum,27.55,-110.08,29.39,61.0,36.0,2.83,MX,1596171354.0,,,
513,Knoxville,35.96,-83.92,26.0,83.0,75.0,3.1,US,1596171325.0,4.15,4.15,4.15
514,Lawrenceburg,38.04,-84.9,22.78,94.0,90.0,1.43,US,1596171354.0,4.02,4.02,4.02
515,Moctezuma,29.8,-109.67,29.21,66.0,15.0,1.59,MX,1596171354.0,,,
516,Guadalupe y Calvo,26.1,-106.97,13.87,89.0,100.0,1.95,MX,1596171355.0,,,
517,La Joya,18.67,-99.47,22.22,83.0,61.0,1.75,MX,1596171355.0,,,
518,Tecate,32.57,-116.63,28.0,32.0,0.0,3.1,MX,1596171157.0,,,
519,Doctor Arroyo,23.67,-100.18,19.14,75.0,96.0,2.58,MX,1596171355.0,,,
520,Lac-Mégantic,45.58,-70.88,17.78,90.0,87.0,0.89,CA,1596171265.0,,,
521,Dixon,38.45,-121.82,26.0,56.0,1.0,2.1,US,1596171330.0,5.78,5.78,5.78
522,Dover,39.16,-75.52,23.0,88.0,75.0,2.1,US,1596171129.0,4.08,4.08,4.08
523,Marquette,46.53,-87.63,13.89,89.0,0.0,1.86,US,1596171356.0,3.92,3.92,3.92
524,Nuevitas,21.55,-77.26,27.0,83.0,19.0,6.2,CU,1596171356.0,,,
525,Austin,30.27,-97.74,29.44,66.0,75.0,4.6,US,1596171229.0,4.88,4.88,4.88
526,Jatibonico,21.94,-79.17,24.93,82.0,6.0,4.4,CU,1596171356.0,,,
527,Minot,48.23,-101.3,26.0,57.0,1.0,5.7,US,1596171356.0,4.4,4.4,4.4
528,Milpitas,37.43,-121.91,19.0,77.0,20.0,5.1,US,1596171208.0,5.37,5.37,5.37
529,Rock Sound,24.9,-76.2,28.68,75.0,0.0,11.29,BS,1596171357.0,,,
530,Nixa,37.04,-93.29,22.78,85.0,20.0,0.45,US,1596171357.0,4.47,4.47,4.47
531,Belgrade,44.8,20.47,23.0,83.0,0.0,1.5,RS,1596171127.0,,,
532,Manatí,18.43,-66.49,26.11,96.0,100.0,0.89,PR,1596171357.0,,,
533,Las Vegas,36.17,-115.14,40.0,9.0,1.0,3.1,US,1596171230.0,7.62,7.62,7.62
534,Union City,37.6,-122.02,16.67,77.0,1.0,5.1,US,1596171290.0,5.35,5.35,5.35
535,Amos,48.57,-78.12,17.0,88.0,1.0,2.1,CA,1596171347.0,,,
536,St-Jean-Port-Joli,47.22,-70.27,15.56,96.0,97.0,1.34,CA,1596171358.0,,,
537,Homestead,25.47,-80.48,28.33,83.0,1.0,3.6,US,1596171299.0,4.58,4.58,4.58
